Document Title,Coding,Categories,Authors,,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,
Cross-Layer Soft-Error Resilience Analysis of Computing Systems,"high resilience, layered structure, holistic design","16, 9, 33,",A. Bosio; R. Canal; S. Di Carlo; D. Gizopoulos; A. Savino,,2020 50th Annual IEEE-IFIP International Conference on Dependable Systems and Networks-Supplemental Volume (DSN-S),5 Aug 2020,2020,,,79,79,"In a world with computation at the epicenter of every activity, computing systems must be highly resilient to errors even if miniaturization makes the underlying hardware unreliable. Techniques able to guarantee high reliability are associated to high costs. Early resilience analysis has the potential to support informed design decisions to maximize system-level reliability while minimizing the associated costs. This tutorial focuses on early cross-layer (hardware and software) resilience analysis considering the full computing continuum (from IoT/CPS to HPC applications) with emphasis on soft errors.",,978-1-7281-7260-6,10.1109/DSN-S50200.2020.00042,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9159134,,Hardware;Resilience;Tutorials;Circuit faults;Software reliability;Reliability engineering,Internet of Things;parallel processing;power aware computing,soft errors;computing continuum;associated costs;system-level reliability;informed design decisions;high reliability;underlying hardware unreliable;computing systems;cross-layer soft-error resilience analysis,,,,2,,5 Aug 2020,,,IEEE,IEEE Conferences,,
Mobile Continuum: Necessity or Addiction- A Review,"Negative impact on mental health, addictiveness","34,",K. K. Ravulakollu; M. Chhabra; B. Sharan; R. Agarwal; R. Dewan; M. Goyal,,2022 9th International Conference on Computing for Sustainable Global Development (INDIACom),2 May 2022,2022,,,585,589,"Mobile Cell phones are essential for many young people; however, such devices can adversely affect their mental health and well-being. The rapid development of mobile technology offers a choice of high-end options and improved immobility, which will lead to an increase in the prevalence of mobile device use, especially among young people. They usually develop an attachment to mobile phones, seek closeness to mobile phones, and experience stress during separation. In the Asian country alone, about 600 million sensitive phone users will be active by early 2021. By the end of 2018, it is predicted that 530 million people in India will be smartphone users. Mobile addiction problems are growing at associate around the world at an alarming rate. Problems due to mobile phone addiction like sleep disturbance, anxiety, stress, and, to a lesser extent, and depression require immediate action. In this paper, several symptoms, effects, and causes of smartphone addiction are summarized.",,978-93-80544-44-1,10.23919/INDIACom54597.2022.9763139,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9763139,Mobile phone addiction;Social Networking services;internet addiction;Addictive Behavior;use duration;health problems;depression;stress,Cellular phones;Sociology;Asia;Anxiety disorders;Entertainment industry;Mental health;Depression,smart phones,mobile continuum;smartphone addiction;mobile cell phone addiction problems;India,,,,15,,2 May 2022,,,IEEE,IEEE Conferences,,
XR in the 6G Post‐Smartphone Era,"Cross-reality environments, spatial and temporal non-locality","35, 36,",M. Maier; A. Ebrahimzadeh,,NA,Toward 6G: A New Era of Convergence,,2021,,,167,182,"In this chapter, the authors elaborate on how the Internet of No Things with its underlying human‐intended services may serve as a useful stepping stone toward realizing the far‐reaching vision of future 6G networks, ushering in the 6G post‐smartphone era. After briefly reviewing the 6G vision, they explain the reality–virtuality continuum in more detail and introduce the so‐called Multiverse for the design of advanced extended reality experiences, ranging from conventional virtual reality to more sophisticated cross‐reality environments known as third spaces. The authors then elaborate on the recently emerging invisible‐to‐visible technology concept, which we use together with other key enabling network technologies to tie both online and offline worlds closer together in an Internet of No Things and make it “see the invisible” through the awareness of nonlocal events in space and time.",,9781119658030,10.1002/9781119658054.ch7,,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9295207.pdf&bkn=9295055&pdfType=chapter,,6G mobile communication;X reality;Tactile Internet;5G mobile communication;Wireless communication;Maintenance engineering;Extended reality,,,,,,,,15 Dec 2020,,,IEEE,Wiley-IEEE Press eBook Chapters,
The Quantified Self and Mobile Health Applications: From Information and Communication Sciences to Social Innovation by Design,"Contemplative computing, calm technology and the attentive environment","37, 38, 39,",N. Bouha&iuml;; I. Saleh,,NA,Internet of Things: Evolutions and Innovations,,2018,,,139,168,"This chapter reviews the definition of certain terms related to the Quantified Self and mobile health (m‐health) in order to characterize the information technologies used by Chris Dancy. It presents the results of the selective analysis, emphasizing Chris Dancy's transformation. The chapter then analyzes the mobile applications used by Chris Dancy by exploring both information design and data‐visualization. Chris Dancy's vision of interaction design oriented toward contemplative computing, calm technology and the attentive environment falls within the continuum of Mark Weiser's ubiquitous computing project. Chris Dancy's experience seems to crystallize an emerging trend in the contemporary era, in which the relationship to a world mediated by interfaces is generalized, while the interfaces invisibilize into the environment. Interaction design's anthropological approach can contribute to the development of a critical reflection on the dominant models of interaction design only focused on technological or economic innovation.",,9781119476535,10.1002/9781119427391.ch6,,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8607866.pdf&bkn=8607852&pdfType=chapter,,Information technology;Medical services;Internet of Things;Technological innovation;Sensors;Data visualization;Transforms,,,,,,,,14 Jan 2019,,,Wiley,Wiley Telecom eBook Chapters,
Virtualized Control Over Fog: Interplay Between Reliability and Latency,"Virtualized control, high latency, latency-to-reliability tradeoff, ","40, 12, 16,",H. Inaltekin; M. Gorlatova; M. Chiang,,IEEE Internet of Things Journal,16 Jan 2019,2018,5,6,5030,5045,"This paper introduces an analytical framework to investigate optimal design choices for the placement of virtual controllers along the cloud-to-things continuum. The main application scenarios include low-latency cyber-physical systems in which real-time control actions are required in response to the changes in states of an Internet of Things (IoT) node. In such cases, deploying controller software on a cloud server is often not tolerable due to delay from the network edge to the cloud. Hence, it is desirable to trade reliability with latency by moving controller logic closer to the network edge. Modeling the IoT node as a dynamical system that evolves linearly in time with quadratic penalty for state deviations, recursive expressions for the optimum control policy and the resulting minimum cost value are obtained by taking virtual fog controller reliability and response time latency into account. Our results indicate that latency is more critical than reliability in provisioning virtualized control services over fog endpoints, as it determines the swiftness of the fog control system as well as the timeliness of state measurements. Based on a drone trajectory tracking model, an extensive simulation study is also performed to illustrate the influence of reliability and latency on the control of autonomous vehicles over fog.",2327-4662,,10.1109/JIOT.2018.2881202,"Comcast Innovation Fund Research Grant; AWS Cloud Credits for Research; Microsoft(grant numbers:NSF CSR-1812797); National Science Foundation(grant numbers:1759652); NSF NeTS Award(grant numbers:1759656); Defense Advanced Research Projects Agency(grant numbers:HR001117C0052,HR001117C0048); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8533367,Control;distributed systems;fog computing;Internet of Things (IoT);latency;reliability,Edge computing;Cloud computing;Drones;Computer architecture;Software reliability;Control systems,,,,15,,77,IEEE,13 Nov 2018,,,IEEE,IEEE Journals,,
Reproducible Performance Optimization of Complex Applications on the Edge-to-Cloud Continuum,"Resource usage constraints, energy consumption constraints, financial costs constraints, heterogeneous computing resources, geographic distribution","17, 7, 20, 8, 3,",D. Rosendo; A. Costan; G. Antoniu; M. Simonin; J. -C. Lombardo; A. Joly; P. Valduriez,,2021 IEEE International Conference on Cluster Computing (CLUSTER),13 Oct 2021,2021,,,23,34,"In more and more application areas, we are witnessing the emergence of complex workflows that combine computing, analytics and learning. They often require a hybrid execution infrastructure with IoT devices interconnected to cloud/HPC systems (aka Computing Continuum). Such workflows are subject to complex constraints and requirements in terms of performance, resource usage, energy consumption and financial costs. This makes it challenging to optimize their configuration and deployment. We propose a methodology to support the optimization of real-life applications on the Edge-to-Cloud Continuum. We implement it as an extension of E2Clab, a previously proposed framework supporting the complete experimental cycle across the Edge-to-Cloud Continuum. Our approach relies on a rigorous analysis of possible configurations in a controlled testbed environment to understand their behaviour and related performance tradeoffs. We illustrate our methodology by optimizing Pl@ntNet, a world-wide plant identification application. Our methodology can be generalized to other applications in the Edge-to-Cloud Continuum.",2168-9253,978-1-7281-9666-4,10.1109/Cluster48925.2021.00043,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9555989,Reproducibility;Methodology;Computing Continuum;Optimization,Performance evaluation;Instruction sets;Memory management;Graphics processing units;Production;Reproducibility of results;Time factors,cloud computing;computerised monitoring;Internet of Things;parallel processing;video signal processing,learning;aka Computing Continuum;complex constraints;real-life applications;Edge-to-Cloud Continuum;world-wide plant identification application;reproducible performance optimization;complex workflows,,1,,48,,13 Oct 2021,,,IEEE,IEEE Conferences,,
Orchestration of data-intensive pipeline in 5G-enabled Edge Continuum,"AI/ML-based services, security and privacy requirements, interoperability challenges, QoS awareness","6, 15, 10, 19,",M. Anisetti; F. Berto; M. Banzi,,2022 IEEE World Congress on Services (SERVICES),22 Aug 2022,2022,,,2,10,"Nowadays there is an increasing trend in the volume and velocity of data, typically consumed by data-intensive AI/ML-based services, requiring a larger diffusion of more effective Edge computing approaches. In addition, we are experiencing an increment of critical applications using an increasing volume of sensitive data and requiring advanced security and privacy protections. 5G Edge technology can foster a more diffused Edge computing adoption but several challenges in terms of interoperability. Handling data-intensive pipelines on the 5Genabled Edge continuum, considering specific QoS requirements including security and privacy, is still in its infancy. In this paper, we propose an initial solution for deploying a data-intensive pipeline in a 5G-enabled Edge continuum satisfying specific QoS requirements. Our approach is based on a QoS-aware meta orchestration modeling of a given pipeline and an orchestration builder generating deployable Edge-specific orchestrations. In this paper, we also present an initial walkthrough scenario in the context of a wet lab analysis pipeline to be deployed on the 5G-enabled Edge continuum.",2642-939X,978-1-6654-8131-1,10.1109/SERVICES55459.2022.00025,Università degli Studi di Milano; Regione Lombardia; Università degli Studi di Milano;,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9860308,5G;Edge;QoS;data-intensive pipeline;Orchestration;Cloud,Data privacy;5G mobile communication;Pipelines;Quality of service;Market research;Security;Interoperability,5G mobile communication;mobile computing;open systems;pipelines;quality of service,data-intensive AI-ML-based services;diffused edge computing approaches;5G edge technology;5G enabled edge continuum;deployable edge-specific orchestrations;wet lab analysis pipeline;QoS-aware meta orchestration modeling;handling data-intensive pipelines;privacy protections;5G-enabled Edge continuum;data-intensive pipeline,,,,26,IEEE,22 Aug 2022,,,IEEE,IEEE Conferences,,
A New Privacy-Preserving Framework based on Edge-Fog-Cloud Continuum for Load Forecasting,"Intelligent scheduling and planning, machine learning application, privacy concerns, bandwidth constraints","6, 15, 41,",S. Hou; H. Li; C. Yang; L. Wang,,2020 IEEE Wireless Communications and Networking Conference (WCNC),19 Jun 2020,2020,,,1,8,"As an essential part to intelligently fine-grained scheduling, planning and maintenance in smart grid and energy internet, short-term load forecasting makes great progress recently owing to the big data collected from smart meters and the leap forward in machine learning technologies. However, the centralized computing topology of classical electric information system, where individual electricity consumption data are frequently transmitted to the cloud center for load forecasting, tends to violate electric consumers’ privacy as well as to increase the pressure on network bandwidth. To tackle the tricky issues, we propose a privacy-preserving framework based on the edge-fog-cloud continuum for smart grid. Specifically, 1) we gravitate the training of load forecasting models and forecasting workloads to distributed smart meters so that consumers’ raw data are handled locally, and only the forecasting outputs that have been protected are reported to the cloud center via fog nodes; 2) we protect the local forecasting models that imply electricity features from model extraction attacks by model randomization; 3) we exploit a shuffle scheme among smart meters to protect the data ownership privacy, and utilize a re-encryption scheme to guarantee the forecasting data privacy. Finally, through comprehensive simulation and analysis, we validate our proposed privacy-preserving framework in terms of privacy protection, and computation and communication efficiency.",1558-2612,978-1-7281-3106-1,10.1109/WCNC45663.2020.9120680,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9120680,,Data privacy;Cloud computing;Load forecasting;Computational modeling;Predictive models;Data models;Smart meters,Big Data;cryptography;data privacy;Internet;learning (artificial intelligence);load forecasting;power consumption;power engineering computing;smart meters;smart power grids,planning;maintenance;smart grid;energy internet;short-term load forecasting;big data;machine learning technologies;centralized computing topology;classical electric information system;individual electricity consumption data;cloud center;electric consumers;edge-fog-cloud continuum;forecasting workloads;distributed smart meters;fog nodes;local forecasting models;electricity features;model extraction attacks;model randomization;data ownership privacy;forecasting data privacy;privacy protection;privacy-preserving framework,,,,24,,19 Jun 2020,,,IEEE,IEEE Conferences,,
ICN-Fog: An Information-Centric Fog-to-Fog Architecture for Data Communications,"Mobility support, layered structure, distributed processing","13, 9, 4, ",D. Nguyen; Z. Shen; J. Jin; A. Tagami,,GLOBECOM 2017 - 2017 IEEE Global Communications Conference,15 Jan 2018,2017,,,1,6,"Fog computing is an emerging architecture for bringing processing, storage, and control from the Cloud closer to the Things/Users. Fog has mostly been studied in the vertical continuum between the Things/Users and the Cloud to provide resources traditionally existing in the remote Cloud to the applications. This paper introduces ICN-Fog, a novel horizontal Fog-to-Fog layer enabled by Information-Centric Networking. ICN-Fog enriches applications with horizontal data transfer in the Fog layer, distributed processing among Fog nodes, and built-in mobility support thanks to the smart connectionless name-based Fog-to-Fog data communications. We explain the rationale behind our design and demonstrate the advantages of the proposed Fog architecture through two representative case studies.",,978-1-5090-5019-2,10.1109/GLOCOM.2017.8254724,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8254724,,Data communication;Computer architecture;Routing;Security;Cloud computing;Protocols;Edge computing,cloud computing;data communication;distributed processing,remote cloud;fog nodes;fog computing;information-centric fog-to-fog architecture;fog-to-fog data communications;horizontal data transfer;ICN-Fog enriches applications;Information-Centric Networking;emerging architecture,,7,,16,,15 Jan 2018,,,IEEE,IEEE Conferences,,
Leveraging the serverless paradigm for realizing machine learning pipelines across the edge-cloud continuum,"Serverlessness, machine learning usage, cost and resource usage constraints, scalability requirements","23, 6, 20, 17, 4,",E. Paraskevoulakou; D. Kyriazis,,"2021 24th Conference on Innovation in Clouds, Internet and Networks and Workshops (ICIN)",29 Mar 2021,2021,,,110,117,"The exceedingly exponential-growing data rate highlighted numerous requirements and several approaches have been released to maximize the added-value of cloud and edge resources. Whereas data scientists utilize algorithmic models in order to transform datasets and extract actionable knowledge, a key challenge is oriented towards abstracting the underline layers: the ones enabling the management of infrastructure resources and the ones responsible to provide frameworks and components as services. In this sense, the serverless approach features as the novel paradigm of new cloud-related technology, enabling the agile implementation of applications and services. The concept of Function as a Service (FaaS) is introduced as a revolutionary model that offers the means to exploit serverless offerings. Developers have the potential to design their applications with the necessary scalability in the form of nanoservices without addressing themselves the way the infrastructure resources should be deployed and managed. By abstracting away the underlying hardware allocations, the data scientist concentrates on the business logic and critical problems of Machine Learning (ML) algorithms. This paper introduces an approach to realize the provision of ML Functions as a Service (i.e., ML-FaaS), by exploiting the Apache OpenWhisk event-driven, distributed serverless platform. The presented approach tackles also composite services that consist of single ones i.e., workflows of ML tasks including processes such as aggregation, cleaning, feature extraction, and analytics; thus, reflecting the complete data path. We also illustrate the operation of the approach mentioned above and assess its performance and effectiveness exploiting a holistic, end-toend anti-fraud detection machine learning pipeline.",2472-8144,978-1-7281-7705-2,10.1109/ICIN51074.2021.9385525,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9385525,machine learning;artificial intelligence;serverless;function as a service;cloud computing;edge computing,Pipelines;FAA;Feature extraction;Data models;Task analysis;Pipeline processing;Business,cloud computing;computer network management;data mining;feature extraction;fraud;learning (artificial intelligence);peer-to-peer computing;protocols;Web services,approach tackles;composite services;single ones;ML tasks;feature extraction;complete data path;end-toend anti-fraud detection machine;pipeline;serverless paradigm;edge-cloud continuum;data rate highlighted numerous requirements;added-value;edge resources;data scientists;algorithmic models;actionable knowledge;underline layers;infrastructure resources;serverless approach features;cloud-related technology;agile implementation;revolutionary model;serverless offerings;necessary scalability;underlying hardware allocations;data scientist concentrates;business logic;ML Functions;ML-FaaS;distributed serverless platform,,2,,31,,29 Mar 2021,,,IEEE,IEEE Conferences,,
SMURF: Efficient and Scalable Metadata Access for Distributed Applications from Edge to the Cloud,"Geo-distributed infrastructure, extremely high volume of generated data, metadata-intensive computing, scalability requirements","4, 11, 42,",B. Zhang; T. Kosar,,2019 IEEE International Conference on Edge Computing (EDGE),26 Aug 2019,2019,,,102,106,"In parallel with big data processing and analysis dominating the usage of distributed and cloud infrastructures, the demand for distributed metadata access and transfer has increased. In many application domains, the volume of data generated exceeds petabytes, while the corresponding metadata amounts to terabytes or even more. In this paper, we propose a novel solution for efficient and scalable metadata access for distributed applications across wide-area networks, dubbed SMURF. Our solution combines novel pipelining and concurrent transfer mechanisms with reliability, provides distributed continuum caching and prefetching strategies to sidestep fetching latency, and achieves scalable and high-performance metadata fetch/prefetch services in the cloud. We also study the phenomenon of semantic locality in real trace logs which is not well utilized in metadata access prediction. We implement our predictor based on this observation and compare it with three existing state-of-the-art prefetch schemes on Yahoo! Hadoop audit traces. By effectively caching and prefetching metadata based on the access patterns, our continuum caching and prefetching mechanism greatly improves local cache hit rate and reduces the average fetching latency. We replayed approximately 20 Million metadata access operations from real audit traces, in which our system achieved 80% accuracy during prefetch prediction and reduced the average fetch latency 50% compared to the state-of-the-art mechanisms.",,978-1-7281-2708-8,10.1109/EDGE.2019.00031,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8812196,"Metadata access, semantic locality, prefetching, continuum caching, scalability, efficiency.",Prefetching;Metadata;Semantics;Servers;Wide area networks;Pipeline processing;Protocols,Big Data;cache storage;cloud computing;data handling;meta data;storage management,prefetching metadata;access patterns;continuum caching;prefetching mechanism;local cache hit rate;prefetch prediction;scalable metadata access;distributed applications;big data processing;distributed metadata access;dubbed SMURF;concurrent transfer mechanisms;prefetching strategies;metadata access prediction;metadata access operations;prefetch schemes,,2,,16,,26 Aug 2019,,,IEEE,IEEE Conferences,,
Leveraging Reinforcement Learning for online scheduling of real-time tasks in the Edge/Fog-to-Cloud computing continuum,"Low latency demands, high computing power demands, layered structure, heterogeneous devices, usage of reinforcement learning for scheduling","12, 32, 9, 8, 6,",G. P. Mattia; R. Beraldi,,2021 IEEE 20th International Symposium on Network Computing and Applications (NCA),31 Jan 2022,2021,,,1,9,"The computing continuum model is a widely ac-cepted and used approach that make possible the existence of applications that are very demanding in terms of low latency and high computing power. In this three-layered model, the Fog or Edge layer can be considered as the weak link in the chain, indeed the computing nodes whose compose it are generally heterogeneous and their uptime cannot be compared with the one offered by the Cloud. Taking into account these inexorable characteristics of the continuum, in this paper, we propose a Reinforcement Learning based scheduling algorithm that makes per-job request decisions (online scheduling) and that is able to maintain an acceptable performance specifically targeting real-time applications. Through a series of simulations and comparisons with other fixed scheduling strategies, we demonstrate how the algorithm is capable of deriving the best possible scheduling policy when Fog or Edge nodes have different speeds and can unpredictably fail.",2643-7929,978-1-6654-9550-9,10.1109/NCA53618.2021.9685413,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9685413,,Scheduling algorithms;Computational modeling;Reinforcement learning;Scheduling;Real-time systems;Task analysis;Low latency communication,cloud computing;distributed processing;reinforcement learning;telecommunication computing;telecommunication scheduling,real-time applications;fixed scheduling strategies;online scheduling;real-time tasks;continuum model;weak link;per-job request decisions;reinforcement learning;fog-to-cloud computing continuum,,,,16,IEEE,31 Jan 2022,,,IEEE,IEEE Conferences,,
Adaptive Resource Efficient Microservice Deployment in Cloud-Edge Continuum,"Service offloading, QoS control, contention- and load-awareness, dynamic deployment","14, 19, 26, 5,",K. Fu; W. Zhang; Q. Chen; D. Zeng; M. Guo,,IEEE Transactions on Parallel and Distributed Systems,8 Dec 2021,2022,33,8,1825,1840,"User-facing services are now evolving towards the microservice architecture where a service is built by connecting multiple microservice stages. Since the entire service is heavy, the microservice architecture shows the opportunity to only offload some microservice stages to the edge devices that are close to the end users. However, emerging techniques often result in the violation of Quality-of-Service (QoS) of microservice-based services in cloud-edge continuum, as they do not consider the communication overhead or the resource contention between microservices and external co-located tasks. We propose Nautilus, a runtime system that effectively deploys microservice-based user-facing services in cloud-edge continuum. Nautilus ensures the QoS of microservice-based user-facing services while minimizing the required computational resources, which is comprised of a communication-aware microservice mapper, a contention-aware resource manager and an IO-sensitive and load-aware microservice migration scheduler. The mapper divides the microservice graph into multiple partitions based on the communication overhead and maps the partitions to appropriate nodes. On each node, the resource manager determines the optimal resource allocation for its microservices based on reinforcement learning that may capture the complex contention behaviors. Once the microservices are suffered from external IO pressure, the IO-sensitive microservice scheduler migrates the critical one to idle nodes. Furthermore, when the load of microservices changes dynamically, the load-aware microservice scheduler migrates microservices from busy nodes to idle ones to ensure the QoS goal of the entire service. Our experimental results show that Nautilus can guarantee the required QoS target under external shared resources contention while the state-of-the-art suffers from QoS violations. Meanwhile, Nautilus reduces the computational resource usage by 23.9% and the network bandwidth usage by 53.4%, while achieving the required 99%-ile latency.",1558-2183,,10.1109/TPDS.2021.3128037,"National Key Research and Development Program of China(grant numbers:2018YFB1004800); National Natural Science Foundation of China(grant numbers:62022057,61832006,61632017,61872240); Open Research Projects of Zhejiang Lab(grant numbers:2021KE0AB02); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9615028,Cloud-edge continuum;QoS;microservice resources management,Quality of service;Cloud computing;Task analysis;Resource management;Computer architecture;Runtime;Bandwidth,quality of service;radio networks;reinforcement learning;resource allocation;telecommunication computing;telecommunication network performance;telecommunication scheduling,adaptive resource efficient microservice deployment;cloud-edge continuum;microservice architecture;multiple microservice stages;entire service;quality-of-service;microservice-based services;communication overhead;resource contention;microservice-based user-facing services;required computational resources;communication-aware microservice mapper;contention-aware resource manager;load-aware microservice migration scheduler;microservice graph;IO-sensitive microservice scheduler;microservices changes;load-aware microservice scheduler;external shared resources contention;user-facing services;Nautilus;runtime system;optimal resource allocation;reinforcement learning;external IO pressure;computational resource usage;network bandwidth usage,,3,,57,IEEE,15 Nov 2021,,,IEEE,IEEE Journals,,
Robot Assistant in Management of Diabetes in Children Based on the Internet of Things,Not about ECC,,M. A. Al-Taee; W. Al-Nuaimy; Z. J. Muhsin; A. Al-Ataby,,IEEE Internet of Things Journal,20 May 2017,2017,4,2,437,445,"This paper presents a new eHealth platform incorporating humanoid robots to support an emerging multidimensional care approach for the treatment of diabetes. The architecture of the platform extends the Internet of Things to a Web-centric paradigm through utilizing existing Web standards to access and control objects of the physical layer. This incorporates capillary networks, each of which encompasses a set of medical sensors linked wirelessly to a humanoid robot linked (via the Internet) to a Web-centric disease management hub. This provides a set of services for both patients and their caregivers that support the full continuum of the multidimensional care approach of diabetes. The platform's software architecture pattern enables the development of various applications without knowing low-level details of the platform. This is achieved through unifying the access interface and mechanism of handling service requests through a layered approach based on object virtualization and automatic service delivery. A fully functional prototype is developed, and its end-to-end functionality and acceptability are tested successfully through a clinician-led pilot study, providing evidence that both patients and caregivers are receptive to the introduction of the proposed platform.",2327-4662,,10.1109/JIOT.2016.2623767,"7th European Community Framework Programme(grant numbers:275571); Kingston University London, U.K.; ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7728003,Diabetes;eHealth;Internet of Things (IoT);multidimensional care;object virtualization;robot-assisted therapy,Diabetes;Robot sensing systems;Robot kinematics;Virtualization,health care;humanoid robots;Internet of Things;medical robotics,robot assistant;diabetes management;children;Internet of Things;eHealth platform;humanoid robots;diabetes treatment;multidimensional care approach;Web-centric paradigm;Web standards;capillary networks;layered approach;object virtualization;automatic service delivery,,40,,27,IEEE,1 Nov 2016,,,IEEE,IEEE Journals,,
FogPi: A Portable Fog Infrastructure through Raspberry Pis,"Time-sensitive applications, dynamic deployment, large data volumes, power and cost requirements","12, 5, 11, 20, 7,",C. Martín; D. R. Torres; M. Díaz; B. Rubio,,2020 9th Mediterranean Conference on Embedded Computing (MECO),7 Jul 2020,2020,,,1,3,"Nowadays, Fog computing is facing the requirements of time-sensitive applications in the IoT-cloud continuum. These requirements are decisive for mission-critical applications like structural health monitoring. In this paper, a portable Fog computing infrastructure, known as FogPi, is presented. This infrastructure has been designed around Raspberry Pi, which offers a low-cost and scalable solution for running containerized applications. FogPi allows the deployment, management, and orchestration of Docker containers and is especially suitable for environments where the limited Internet connection and reduced budgets limit the adoption of Fog and Edge deployments.",2637-9511,978-1-7281-6949-1,10.1109/MECO49872.2020.9134320,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9134320,,Performance evaluation;Cloud computing;Three-dimensional displays;Modal analysis;Mission critical systems;Containers;Load management,cloud computing;microprocessor chips,FogPi;time-sensitive applications;IoT-cloud continuum;mission-critical applications;structural health monitoring;Raspberry Pi;portable fog computing infrastructure,,1,,5,,7 Jul 2020,,,IEEE,IEEE Conferences,,
AIDA-DB: A Data Management Architecture for the Edge and Cloud Continuum,"Large-scale distributed heterogeneous deployments, latency requirements, scalability requirements, fault tolerance requirements","8, 4, 12, 16,",N. Faria; D. Costa; J. Pereira; R. Vilaça; L. Ferreira; F. Coelho,,2022 IEEE 19th Annual Consumer Communications & Networking Conference (CCNC),10 Feb 2022,2022,,,1,6,"There is an increasing demand for stateful edge computing for both complex Virtual Network Functions (VNFs) and application services in emerging 5G networks. Managing a mutable persistent state in the edge does however bring new architectural, performance, and dependability challenges. Not only it has to be integrated with existing cloud-based systems, but also cope with both operational and analytical workloads and be compatible with a variety of SQL and NoSQL database management systems. We address these challenges with AIDA-DB, a polyglot data management architecture for the edge and cloud continuum. It leverages recent development in distributed transaction processing for a reliable mutable state in operational workloads, with a flexible synchronization mechanism for efficient data collection in cloud-based analytical workloads.",2331-9860,978-1-6654-3161-3,10.1109/CCNC49033.2022.9700692,European Regional Development Fund; Foundation for Science and Technology;,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9700692,Stateful edge;data management;polyglot processing;hybrid transactional analytical processing,Cloud computing;5G mobile communication;NoSQL databases;Computer architecture;Data collection;Synchronization;Reliability,5G mobile communication;cloud computing;data analysis;NoSQL databases;SQL;transaction processing;virtualisation,AIDA-DB;cloud continuum;stateful edge computing;application services;mutable persistent state;architectural performance;dependability challenges;cloud-based systems;operational workloads;polyglot data management architecture;reliable mutable state;efficient data collection;cloud-based analytical workloads;NoSQL database management systems;flexible synchronization mechanism;complex virtual network functions;VNF,,,,40,IEEE,10 Feb 2022,,,IEEE,IEEE Conferences,,
Delay Estimation in Fogs Based on Software-Defined Networking,"QoS management, delay sensitivity, high network traffic, real-time workloads","19, 12, 41, ",D. M. Casas-Velasco; W. F. Villota-Jacome; N. L. S. da Fonseca; O. M. Caicedo Rendon,,2019 IEEE Global Communications Conference (GLOBECOM),27 Feb 2020,2019,,,1,6,"Fog computing brings the advantages and power of cloud computing to the edge of the network. Software-Defined Networking (SDN) has been considered as a feasible solution to cope with the complexity of the orchestration of fog devices. Nevertheless, the use of an SDN controller introduces delays into the transport of packet flows in the fog layer, which may impact on the Quality of Service (QoS) of applications in the continuum IoT-Fog-Cloud. In this paper, we propose a regression model for predicting delay values in an SDN-based fog layer. To build up the regression model, we constructed a dataset, performed data cleaning, carried out feature selection, and applied different Machine Learning (ML) techniques. Our evaluation results reveal that the Random Forest (RF) technique overperforms Decision Tree (DT) and Neural Network (NN) techniques on predicting the delay in an SDN-based fog layer. Furthermore, the predicted delay values reinforce that a fog layer based on SDN can support different latency-sensitive applications.",2576-6813,978-1-7281-0962-6,10.1109/GLOBECOM38437.2019.9013980,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9013980,,Quality of service;Predictive models;Delay estimation;Data models;Cleaning;Feature extraction,cloud computing;data handling;decision trees;feature selection;Internet of Things;learning (artificial intelligence);neural nets;quality of service;random forests;regression analysis;software defined networking,delay estimation;software-defined networking;fog devices;SDN controller;delays;regression model;SDN-based fog layer;predicted delay values;fog computing;continuum IoT-fog-cloud;data cleaning;feature selection;machine learning techniques;ML techniques;random forest technique;RF technique;decision tree;neural network techniques;NN techniques;latency-sensitive applications,,,,33,,27 Feb 2020,,,IEEE,IEEE Conferences,,
